Strategy,Final Value,PnL,PnL %,Total Trades,Won,Lost,Win Rate %,Max Drawdown %,Max DD Duration (bars),Sharpe Ratio,Symbol,Days
Squeeze Breakout,93248.08,-6751.92,-6.75,1,0,1,0.0,6.96,34.0,0.0,NITINSPIN,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ULTRAMAR,77
Keltner 5-Rule Retracement,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ULTRAMAR,77
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ULTRAMAR,77
Keltner Breakout (ATR 1.5),103790.01,3790.01,3.79,1,1,0,100.0,5.89,16.0,0.0,ULTRAMAR,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ULTRAMAR,77
Squeeze Breakout,99176.64,-823.36,-0.82,1,0,1,0.0,6.03,16.0,0.0,ULTRAMAR,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],104868.05,4868.05,4.87,2,1,1,50.0,8.11,32.0,0.0,SUDARSCHEM,81
Keltner 5-Rule Retracement,102030.43,2030.43,2.03,2,1,1,50.0,10.6,32.0,0.0,SUDARSCHEM,81
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SUDARSCHEM,81
Keltner Breakout (ATR 1.5),104868.05,4868.05,4.87,2,1,1,50.0,8.11,32.0,0.0,SUDARSCHEM,81
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SUDARSCHEM,81
Squeeze Breakout,106650.05,6650.05,6.65,1,1,0,100.0,7.91,32.0,0.0,SUDARSCHEM,81
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],99141.65,-858.35,-0.86,1,0,1,0.0,7.43,7.0,0.0,VENKEYS,77
Keltner 5-Rule Retracement,99141.65,-858.35,-0.86,1,0,1,0.0,7.43,7.0,0.0,VENKEYS,77
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,VENKEYS,77
Keltner Breakout (ATR 1.5),101233.27,1233.27,1.23,2,1,1,50.0,7.43,27.0,0.0,VENKEYS,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,VENKEYS,77
Squeeze Breakout,93761.11,-6238.89,-6.24,2,0,2,0.0,8.03,35.0,0.0,VENKEYS,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],96451.06,-3548.94,-3.55,1,0,1,0.0,7.26,21.0,0.0,GOLD1,77
Keltner 5-Rule Retracement,95750.19,-4249.81,-4.25,1,0,1,0.0,7.26,21.0,0.0,GOLD1,77
Keltner + EMA Cross,101377.79,1377.79,1.38,1,1,0,100.0,6.89,21.0,0.0,GOLD1,77
Keltner Breakout (ATR 1.5),100663.06,663.06,0.66,1,1,0,100.0,7.1,21.0,0.0,GOLD1,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,GOLD1,77
Squeeze Breakout,98758.08,-1241.92,-1.24,1,0,1,0.0,7.16,21.0,0.0,GOLD1,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],99743.3,-256.7,-0.26,1,0,1,0.0,6.45,21.0,0.0,GROWWGOLD,77
Keltner 5-Rule Retracement,99743.3,-256.7,-0.26,1,0,1,0.0,6.45,21.0,0.0,GROWWGOLD,77
Keltner + EMA Cross,101713.35,1713.35,1.71,1,1,0,100.0,6.92,21.0,0.0,GROWWGOLD,77
Keltner Breakout (ATR 1.5),101253.92,1253.92,1.25,1,1,0,100.0,6.4,21.0,0.0,GROWWGOLD,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,GROWWGOLD,77
Squeeze Breakout,101253.92,1253.92,1.25,1,1,0,100.0,6.4,21.0,0.0,GROWWGOLD,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],106166.09,6166.09,6.17,1,1,0,100.0,11.44,16.0,0.0,CYIENT,77
Keltner 5-Rule Retracement,105535.39,5535.39,5.54,2,1,1,50.0,11.44,16.0,0.0,CYIENT,77
Keltner + EMA Cross,121202.61,21202.61,21.2,1,0,0,0.0,11.35,16.0,0.0,CYIENT,77
Keltner Breakout (ATR 1.5),116741.58,16741.58,16.74,1,1,0,100.0,11.3,16.0,0.0,CYIENT,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,CYIENT,77
Squeeze Breakout,110300.85,10300.85,10.3,2,1,1,50.0,5.18,32.0,0.0,CYIENT,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],106847.05,6847.05,6.85,1,1,0,100.0,14.1,8.0,0.0,FCL,52
Keltner 5-Rule Retracement,105050.01,5050.01,5.05,1,1,0,100.0,13.75,8.0,0.0,FCL,52
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,FCL,52
Keltner Breakout (ATR 1.5),106847.05,6847.05,6.85,1,1,0,100.0,14.1,8.0,0.0,FCL,52
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,FCL,52
Squeeze Breakout,106847.05,6847.05,6.85,1,1,0,100.0,14.1,8.0,0.0,FCL,52
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],101160.55,1160.55,1.16,2,1,1,50.0,12.07,23.0,0.0,IGPL,77
Keltner 5-Rule Retracement,99048.81,-951.19,-0.95,2,1,1,50.0,13.38,34.0,0.0,IGPL,77
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,IGPL,77
Keltner Breakout (ATR 1.5),101160.55,1160.55,1.16,2,1,1,50.0,12.07,23.0,0.0,IGPL,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,IGPL,77
Squeeze Breakout,96925.21,-3074.79,-3.07,2,0,2,0.0,8.95,34.0,0.0,IGPL,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],78086.97,-21913.03,-21.91,2,0,2,0.0,23.18,47.0,0.0,IKIO,71
Keltner 5-Rule Retracement,90105.64,-9894.36,-9.89,1,0,1,0.0,10.88,47.0,0.0,IKIO,71
Keltner + EMA Cross,96558.75,-3441.25,-3.44,1,0,0,0.0,12.83,8.0,0.0,IKIO,71
Keltner Breakout (ATR 1.5),74534.47,-25465.53,-25.47,3,0,3,0.0,27.31,47.0,0.0,IKIO,71
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,IKIO,71
Squeeze Breakout,86661.59,-13338.41,-13.34,1,0,1,0.0,13.8,8.0,0.0,IKIO,71
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],101385.39,1385.39,1.39,2,0,1,0.0,7.99,25.0,0.0,NRAIL,54
Keltner 5-Rule Retracement,101385.39,1385.39,1.39,2,0,1,0.0,7.99,25.0,0.0,NRAIL,54
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,NRAIL,54
Keltner Breakout (ATR 1.5),104564.99,4564.99,4.56,2,0,1,0.0,8.4,25.0,0.0,NRAIL,54
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,NRAIL,54
Squeeze Breakout,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,NRAIL,54
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],100008.51,8.51,0.01,1,1,0,100.0,4.13,8.0,0.0,OIL,77
Keltner 5-Rule Retracement,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,OIL,77
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,OIL,77
Keltner Breakout (ATR 1.5),99461.63,-538.37,-0.54,2,1,1,50.0,4.16,27.0,0.0,OIL,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,OIL,77
Squeeze Breakout,101016.02,1016.02,1.02,1,1,0,100.0,4.16,8.0,0.0,OIL,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],96466.95,-3533.05,-3.53,1,0,1,0.0,11.8,11.0,0.0,MARATHON,77
Keltner 5-Rule Retracement,95551.3,-4448.7,-4.45,1,0,1,0.0,12.05,11.0,0.0,MARATHON,77
Keltner + EMA Cross,98658.09,-1341.91,-1.34,1,0,0,0.0,11.91,11.0,0.0,MARATHON,77
Keltner Breakout (ATR 1.5),95551.3,-4448.7,-4.45,1,0,1,0.0,12.05,11.0,0.0,MARATHON,77
Bollinger RSI,119131.69,19131.69,19.13,1,0,0,0.0,11.92,11.0,0.0,MARATHON,77
Squeeze Breakout,79879.28,-20120.72,-20.12,1,0,1,0.0,22.5,25.0,0.0,MARATHON,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],105179.43,5179.43,5.18,2,1,0,50.0,10.02,19.0,0.0,PVRINOX,81
Keltner 5-Rule Retracement,100598.41,598.41,0.6,2,1,0,50.0,9.95,19.0,0.0,PVRINOX,81
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,PVRINOX,81
Keltner Breakout (ATR 1.5),102855.42,2855.42,2.86,3,1,1,33.33,8.66,19.0,0.0,PVRINOX,81
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,PVRINOX,81
Squeeze Breakout,104098.3,4098.3,4.1,3,1,1,33.33,8.66,19.0,0.0,PVRINOX,81
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],92751.87,-7248.13,-7.25,2,0,2,0.0,7.86,55.0,0.0,SHARDAMOTR,77
Keltner 5-Rule Retracement,97089.72,-2910.28,-2.91,2,0,1,0.0,7.93,31.0,0.0,SHARDAMOTR,77
Keltner + EMA Cross,107567.67,7567.67,7.57,2,1,0,50.0,8.44,31.0,0.0,SHARDAMOTR,77
Keltner Breakout (ATR 1.5),88998.22,-11001.78,-11.0,4,0,3,0.0,16.4,56.0,0.0,SHARDAMOTR,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SHARDAMOTR,77
Squeeze Breakout,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SHARDAMOTR,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],107358.61,7358.61,7.36,2,1,1,50.0,14.2,33.0,0.0,SHREEJISPG,77
Keltner 5-Rule Retracement,105398.12,5398.12,5.4,2,1,1,50.0,15.76,33.0,0.0,SHREEJISPG,77
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SHREEJISPG,77
Keltner Breakout (ATR 1.5),113392.34,13392.34,13.39,2,1,1,50.0,12.8,33.0,0.0,SHREEJISPG,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SHREEJISPG,77
Squeeze Breakout,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SHREEJISPG,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],104418.68,4418.68,4.42,1,1,0,100.0,7.2,11.0,0.0,UNIPARTS,77
Keltner 5-Rule Retracement,100655.01,655.01,0.66,2,1,1,50.0,7.2,31.0,0.0,UNIPARTS,77
Keltner + EMA Cross,123945.25,23945.25,23.95,1,0,0,0.0,7.23,12.0,0.0,UNIPARTS,77
Keltner Breakout (ATR 1.5),110156.45,10156.45,10.16,2,1,1,50.0,7.18,17.0,0.0,UNIPARTS,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,UNIPARTS,77
Squeeze Breakout,115679.68,15679.68,15.68,1,1,0,100.0,7.18,11.0,0.0,UNIPARTS,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],96315.19,-3684.81,-3.68,1,0,1,0.0,6.99,12.0,0.0,VOLTAMP,81
Keltner 5-Rule Retracement,96315.19,-3684.81,-3.68,1,0,1,0.0,6.99,12.0,0.0,VOLTAMP,81
Keltner + EMA Cross,107764.48,7764.48,7.76,1,0,0,0.0,8.24,12.0,0.0,VOLTAMP,81
Keltner Breakout (ATR 1.5),102556.23,2556.23,2.56,1,1,0,100.0,6.95,12.0,0.0,VOLTAMP,81
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,VOLTAMP,81
Squeeze Breakout,105777.45,5777.45,5.78,1,1,0,100.0,6.91,12.0,0.0,VOLTAMP,81
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],156235.23,56235.23,56.24,1,0,0,0.0,9.87,4.0,0.0,XTRANET,39
Keltner 5-Rule Retracement,156235.23,56235.23,56.24,1,0,0,0.0,9.87,4.0,0.0,XTRANET,39
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,XTRANET,39
Keltner Breakout (ATR 1.5),156235.23,56235.23,56.24,1,0,0,0.0,9.87,4.0,0.0,XTRANET,39
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,XTRANET,39
Squeeze Breakout,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,XTRANET,39
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],101295.45,1295.45,1.3,1,1,0,100.0,5.51,20.0,0.0,GOLDETF,77
Keltner 5-Rule Retracement,101295.45,1295.45,1.3,1,1,0,100.0,5.51,20.0,0.0,GOLDETF,77
Keltner + EMA Cross,101790.35,1790.35,1.79,1,1,0,100.0,6.51,20.0,0.0,GOLDETF,77
Keltner Breakout (ATR 1.5),102140.21,2140.21,2.14,1,1,0,100.0,5.51,20.0,0.0,GOLDETF,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,GOLDETF,77
Squeeze Breakout,102140.21,2140.21,2.14,1,1,0,100.0,5.51,20.0,0.0,GOLDETF,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],98479.76,-1520.24,-1.52,1,0,1,0.0,6.47,21.0,0.0,SETFGOLD,77
Keltner 5-Rule Retracement,92150.72,-7849.28,-7.85,1,0,1,0.0,7.85,22.0,0.0,SETFGOLD,77
Keltner + EMA Cross,101394.25,1394.25,1.39,1,1,0,100.0,6.87,21.0,0.0,SETFGOLD,77
Keltner Breakout (ATR 1.5),102735.83,2735.83,2.74,1,1,0,100.0,6.36,21.0,0.0,SETFGOLD,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SETFGOLD,77
Squeeze Breakout,102735.83,2735.83,2.74,1,1,0,100.0,6.36,21.0,0.0,SETFGOLD,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],126090.16,26090.16,26.09,2,1,0,50.0,12.1,21.0,0.0,PAYTM,81
Keltner 5-Rule Retracement,126090.16,26090.16,26.09,2,1,0,50.0,12.1,21.0,0.0,PAYTM,81
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,PAYTM,81
Keltner Breakout (ATR 1.5),126090.16,26090.16,26.09,2,1,0,50.0,12.1,21.0,0.0,PAYTM,81
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,PAYTM,81
Squeeze Breakout,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,PAYTM,81
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],107215.37,7215.37,7.22,2,0,1,0.0,14.17,47.0,0.0,SMSPHARMA,77
Keltner 5-Rule Retracement,116791.06,16791.06,16.79,1,0,0,0.0,14.27,5.0,0.0,SMSPHARMA,77
Keltner + EMA Cross,122403.06,22403.06,22.4,1,0,0,0.0,14.12,5.0,0.0,SMSPHARMA,77
Keltner Breakout (ATR 1.5),114752.24,14752.24,14.75,2,0,1,0.0,14.12,47.0,0.0,SMSPHARMA,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SMSPHARMA,77
Squeeze Breakout,121077.18,21077.18,21.08,1,1,0,100.0,0.0,0.0,0.0,SMSPHARMA,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],93935.7,-6064.3,-6.06,1,0,1,0.0,8.51,22.0,0.0,BLACKBUCK,77
Keltner 5-Rule Retracement,93935.7,-6064.3,-6.06,1,0,1,0.0,8.51,22.0,0.0,BLACKBUCK,77
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,BLACKBUCK,77
Keltner Breakout (ATR 1.5),90300.08,-9699.92,-9.7,2,0,1,0.0,14.0,22.0,0.0,BLACKBUCK,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,BLACKBUCK,77
Squeeze Breakout,93952.27,-6047.73,-6.05,1,0,1,0.0,6.05,39.0,0.0,BLACKBUCK,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],120015.89,20015.89,20.02,1,0,0,0.0,9.29,15.0,0.0,ELANTAS,52
Keltner 5-Rule Retracement,120015.89,20015.89,20.02,1,0,0,0.0,9.29,15.0,0.0,ELANTAS,52
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ELANTAS,52
Keltner Breakout (ATR 1.5),120626.1,20626.1,20.63,1,0,0,0.0,9.18,12.0,0.0,ELANTAS,52
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ELANTAS,52
Squeeze Breakout,104161.99,4161.99,4.16,1,1,0,100.0,0.39,10.0,0.0,ELANTAS,52
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],113892.29,13892.29,13.89,1,1,0,100.0,7.06,12.0,0.0,PTCIL,73
Keltner 5-Rule Retracement,113332.86,13332.86,13.33,1,1,0,100.0,6.99,12.0,0.0,PTCIL,73
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,PTCIL,73
Keltner Breakout (ATR 1.5),113892.29,13892.29,13.89,1,1,0,100.0,7.06,12.0,0.0,PTCIL,73
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,PTCIL,73
Squeeze Breakout,113332.86,13332.86,13.33,1,1,0,100.0,6.99,12.0,0.0,PTCIL,73
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],102781.55,2781.55,2.78,2,1,0,50.0,10.39,16.0,0.0,UNIMECH,81
Keltner 5-Rule Retracement,102781.55,2781.55,2.78,2,1,0,50.0,10.39,16.0,0.0,UNIMECH,81
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,UNIMECH,81
Keltner Breakout (ATR 1.5),103049.96,3049.96,3.05,3,1,1,33.33,10.41,20.0,0.0,UNIMECH,81
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,UNIMECH,81
Squeeze Breakout,111241.08,11241.08,11.24,2,1,0,50.0,10.41,16.0,0.0,UNIMECH,81
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],97158.35,-2841.65,-2.84,1,0,1,0.0,9.58,21.0,0.0,DECNGOLD,77
Keltner 5-Rule Retracement,97158.35,-2841.65,-2.84,1,0,1,0.0,9.58,21.0,0.0,DECNGOLD,77
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,DECNGOLD,77
Keltner Breakout (ATR 1.5),97158.35,-2841.65,-2.84,1,0,1,0.0,9.58,21.0,0.0,DECNGOLD,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,DECNGOLD,77
Squeeze Breakout,103058.26,3058.26,3.06,1,1,0,100.0,9.43,21.0,0.0,DECNGOLD,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],92594.12,-7405.88,-7.41,1,0,1,0.0,7.41,33.0,0.0,DYNAMATECH,73
Keltner 5-Rule Retracement,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,DYNAMATECH,73
Keltner + EMA Cross,115633.74,15633.74,15.63,1,0,0,0.0,6.72,8.0,0.0,DYNAMATECH,73
Keltner Breakout (ATR 1.5),96697.14,-3302.86,-3.3,2,0,1,0.0,11.79,33.0,0.0,DYNAMATECH,73
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,DYNAMATECH,73
Squeeze Breakout,92594.12,-7405.88,-7.41,1,0,1,0.0,7.41,33.0,0.0,DYNAMATECH,73
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],111412.61,11412.61,11.41,1,0,0,0.0,3.87,8.0,0.0,MEESHO,77
Keltner 5-Rule Retracement,111412.61,11412.61,11.41,1,0,0,0.0,3.87,8.0,0.0,MEESHO,77
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,MEESHO,77
Keltner Breakout (ATR 1.5),111412.61,11412.61,11.41,1,0,0,0.0,3.87,8.0,0.0,MEESHO,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,MEESHO,77
Squeeze Breakout,111412.61,11412.61,11.41,1,0,0,0.0,3.87,8.0,0.0,MEESHO,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],91328.69,-8671.31,-8.67,2,0,2,0.0,14.53,52.0,0.0,WABAG,81
Keltner 5-Rule Retracement,80798.44,-19201.56,-19.2,3,0,3,0.0,24.39,52.0,0.0,WABAG,81
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,WABAG,81
Keltner Breakout (ATR 1.5),86251.52,-13748.48,-13.75,3,1,2,33.33,21.51,52.0,0.0,WABAG,81
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,WABAG,81
Squeeze Breakout,91892.31,-8107.69,-8.11,1,0,1,0.0,8.11,19.0,0.0,WABAG,81
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],99247.4,-752.6,-0.75,1,0,1,0.0,4.74,21.0,0.0,GOLDAXIS,77
Keltner 5-Rule Retracement,99247.4,-752.6,-0.75,1,0,1,0.0,4.74,21.0,0.0,GOLDAXIS,77
Keltner + EMA Cross,98840.6,-1159.4,-1.16,1,0,1,0.0,7.36,21.0,0.0,GOLDAXIS,77
Keltner Breakout (ATR 1.5),100754.62,754.62,0.75,1,1,0,100.0,4.75,21.0,0.0,GOLDAXIS,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,GOLDAXIS,77
Squeeze Breakout,100754.62,754.62,0.75,1,1,0,100.0,4.75,21.0,0.0,GOLDAXIS,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],97987.09,-2012.91,-2.01,1,0,0,0.0,7.41,9.0,0.0,CONFIPET,77
Keltner 5-Rule Retracement,107465.87,7465.87,7.47,1,0,0,0.0,7.05,9.0,0.0,CONFIPET,77
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,CONFIPET,77
Keltner Breakout (ATR 1.5),91049.13,-8950.87,-8.95,2,0,1,0.0,13.97,36.0,0.0,CONFIPET,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,CONFIPET,77
Squeeze Breakout,83122.3,-16877.7,-16.88,2,0,2,0.0,16.88,36.0,0.0,CONFIPET,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],96566.45,-3433.55,-3.43,1,0,1,0.0,5.55,17.0,0.0,GLENMARK,81
Keltner 5-Rule Retracement,96403.45,-3596.55,-3.6,1,0,1,0.0,5.51,17.0,0.0,GLENMARK,81
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,GLENMARK,81
Keltner Breakout (ATR 1.5),99015.97,-984.03,-0.98,1,0,1,0.0,5.52,17.0,0.0,GLENMARK,81
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,GLENMARK,81
Squeeze Breakout,94357.25,-5642.75,-5.64,2,0,2,0.0,6.25,51.0,0.0,GLENMARK,81
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],106772.43,6772.43,6.77,1,1,0,100.0,9.45,20.0,0.0,KANPRPLA,77
Keltner 5-Rule Retracement,96645.31,-3354.69,-3.35,1,0,1,0.0,9.33,20.0,0.0,KANPRPLA,77
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,KANPRPLA,77
Keltner Breakout (ATR 1.5),96500.21,-3499.79,-3.5,2,1,1,50.0,9.62,20.0,0.0,KANPRPLA,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,KANPRPLA,77
Squeeze Breakout,93671.21,-6328.79,-6.33,1,0,1,0.0,6.33,41.0,0.0,KANPRPLA,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,NEPHROPLUS,81
Keltner 5-Rule Retracement,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,NEPHROPLUS,81
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,NEPHROPLUS,81
Keltner Breakout (ATR 1.5),99624.12,-375.88,-0.38,1,0,0,0.0,6.26,7.0,0.0,NEPHROPLUS,81
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,NEPHROPLUS,81
Squeeze Breakout,95781.18,-4218.82,-4.22,2,0,1,0.0,7.95,35.0,0.0,NEPHROPLUS,81
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],96694.98,-3305.02,-3.31,2,1,1,50.0,17.35,32.0,0.0,OMAXE,77
Keltner 5-Rule Retracement,96694.98,-3305.02,-3.31,2,1,1,50.0,17.35,32.0,0.0,OMAXE,77
Keltner + EMA Cross,119340.91,19340.91,19.34,1,0,0,0.0,15.42,12.0,0.0,OMAXE,77
Keltner Breakout (ATR 1.5),105470.5,5470.5,5.47,2,1,1,50.0,15.58,32.0,0.0,OMAXE,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,OMAXE,77
Squeeze Breakout,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,OMAXE,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],89533.19,-10466.81,-10.47,2,0,2,0.0,13.73,52.0,0.0,RISHABH,77
Keltner 5-Rule Retracement,93823.83,-6176.17,-6.18,1,0,1,0.0,11.21,7.0,0.0,RISHABH,77
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,RISHABH,77
Keltner Breakout (ATR 1.5),101590.63,1590.63,1.59,2,1,1,50.0,11.44,37.0,0.0,RISHABH,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,RISHABH,77
Squeeze Breakout,93823.83,-6176.17,-6.18,1,0,1,0.0,11.21,7.0,0.0,RISHABH,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SOMANYCERA,77
Keltner 5-Rule Retracement,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SOMANYCERA,77
Keltner + EMA Cross,112594.03,12594.03,12.59,1,0,0,0.0,5.59,11.0,0.0,SOMANYCERA,77
Keltner Breakout (ATR 1.5),101621.83,1621.83,1.62,2,1,0,50.0,5.5,14.0,0.0,SOMANYCERA,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SOMANYCERA,77
Squeeze Breakout,97059.72,-2940.28,-2.94,2,1,1,50.0,7.96,40.0,0.0,SOMANYCERA,77
