Strategy,Final Value,PnL,PnL %,Total Trades,Won,Lost,Win Rate %,Max Drawdown %,Max DD Duration (bars),Sharpe Ratio,Symbol,Days
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],102102.67,2102.67,2.1,1,0,0,0.0,2.12,3.0,0.0,WENDT,63
Keltner 5-Rule Retracement,102102.67,2102.67,2.1,1,0,0,0.0,2.12,3.0,0.0,WENDT,63
Keltner + EMA Cross,103779.17,3779.17,3.78,1,0,0,0.0,6.71,18.0,0.0,WENDT,63
Keltner Breakout (ATR 1.5),96885.45,-3114.55,-3.11,2,0,1,0.0,6.66,33.0,0.0,WENDT,63
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,WENDT,63
Squeeze Breakout,97516.26,-2483.74,-2.48,1,0,0,0.0,6.73,6.0,0.0,WENDT,63
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],98724.67,-1275.33,-1.28,1,0,1,0.0,5.65,21.0,0.0,AONEGOLD,77
Keltner 5-Rule Retracement,97145.87,-2854.13,-2.85,1,0,1,0.0,5.65,21.0,0.0,AONEGOLD,77
Keltner + EMA Cross,100905.67,905.67,0.91,1,1,0,100.0,6.76,21.0,0.0,AONEGOLD,77
Keltner Breakout (ATR 1.5),99942.86,-57.14,-0.06,1,0,1,0.0,5.68,21.0,0.0,AONEGOLD,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,AONEGOLD,77
Squeeze Breakout,100626.51,626.51,0.63,1,1,0,100.0,5.6,21.0,0.0,AONEGOLD,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],99763.91,-236.09,-0.24,1,0,1,0.0,6.51,21.0,0.0,HDFCGOLD,77
Keltner 5-Rule Retracement,97122.54,-2877.46,-2.88,1,0,1,0.0,6.61,21.0,0.0,HDFCGOLD,77
Keltner + EMA Cross,101175.27,1175.27,1.18,1,1,0,100.0,6.78,21.0,0.0,HDFCGOLD,77
Keltner Breakout (ATR 1.5),100830.0,830.0,0.83,1,1,0,100.0,6.49,21.0,0.0,HDFCGOLD,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,HDFCGOLD,77
Squeeze Breakout,100830.0,830.0,0.83,1,1,0,100.0,6.49,21.0,0.0,HDFCGOLD,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],104666.59,4666.59,4.67,2,1,0,50.0,6.81,25.0,0.0,EMUDHRA,77
Keltner 5-Rule Retracement,104666.59,4666.59,4.67,2,1,0,50.0,6.81,25.0,0.0,EMUDHRA,77
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,EMUDHRA,77
Keltner Breakout (ATR 1.5),104666.59,4666.59,4.67,2,1,0,50.0,6.81,25.0,0.0,EMUDHRA,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,EMUDHRA,77
Squeeze Breakout,104138.87,4138.87,4.14,1,1,0,100.0,0.18,33.0,0.0,EMUDHRA,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,NPST,77
Keltner 5-Rule Retracement,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,NPST,77
Keltner + EMA Cross,111329.83,11329.83,11.33,1,0,0,0.0,5.57,8.0,0.0,NPST,77
Keltner Breakout (ATR 1.5),99370.58,-629.42,-0.63,1,0,0,0.0,4.59,1.0,0.0,NPST,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,NPST,77
Squeeze Breakout,99269.81,-730.19,-0.73,1,0,0,0.0,4.54,1.0,0.0,NPST,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],108863.3,8863.3,8.86,1,0,0,0.0,5.34,10.0,0.0,FOSECOIND,52
Keltner 5-Rule Retracement,108863.3,8863.3,8.86,1,0,0,0.0,5.34,10.0,0.0,FOSECOIND,52
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,FOSECOIND,52
Keltner Breakout (ATR 1.5),103462.84,3462.84,3.46,2,0,1,0.0,5.83,10.0,0.0,FOSECOIND,52
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,FOSECOIND,52
Squeeze Breakout,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,FOSECOIND,52
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],99187.75,-812.25,-0.81,1,0,1,0.0,8.47,23.0,0.0,KRYSTAL,73
Keltner 5-Rule Retracement,99466.76,-533.24,-0.53,2,1,1,50.0,8.61,23.0,0.0,KRYSTAL,73
Keltner + EMA Cross,98173.38,-1826.62,-1.83,1,0,0,0.0,5.0,3.0,0.0,KRYSTAL,73
Keltner Breakout (ATR 1.5),93932.73,-6067.27,-6.07,2,0,2,0.0,13.03,23.0,0.0,KRYSTAL,73
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,KRYSTAL,73
Squeeze Breakout,101753.03,1753.03,1.75,1,1,0,100.0,0.45,3.0,0.0,KRYSTAL,73
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],117828.49,17828.49,17.83,1,0,0,0.0,7.28,3.0,0.0,ROSSTECH,77
Keltner 5-Rule Retracement,108330.27,8330.27,8.33,3,0,2,0.0,7.28,42.0,0.0,ROSSTECH,77
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ROSSTECH,77
Keltner Breakout (ATR 1.5),117789.49,17789.49,17.79,2,0,1,0.0,7.28,20.0,0.0,ROSSTECH,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ROSSTECH,77
Squeeze Breakout,109931.33,9931.33,9.93,1,1,0,100.0,2.15,5.0,0.0,ROSSTECH,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],97724.2,-2275.8,-2.28,1,0,1,0.0,6.91,23.0,0.0,SEDEMAC,81
Keltner 5-Rule Retracement,106778.73,6778.73,6.78,1,1,0,100.0,6.88,23.0,0.0,SEDEMAC,81
Keltner + EMA Cross,98931.32,-1068.68,-1.07,2,1,0,50.0,16.2,23.0,0.0,SEDEMAC,81
Keltner Breakout (ATR 1.5),91674.74,-8325.26,-8.33,2,0,2,0.0,8.97,60.0,0.0,SEDEMAC,81
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SEDEMAC,81
Squeeze Breakout,97724.2,-2275.8,-2.28,1,0,1,0.0,6.91,23.0,0.0,SEDEMAC,81
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],106289.38,6289.38,6.29,2,1,0,50.0,7.9,39.0,0.0,PFOCUS,81
Keltner 5-Rule Retracement,104008.54,4008.54,4.01,3,2,0,66.67,9.23,21.0,0.0,PFOCUS,81
Keltner + EMA Cross,116797.58,16797.58,16.8,1,0,0,0.0,8.51,9.0,0.0,PFOCUS,81
Keltner Breakout (ATR 1.5),98926.76,-1073.24,-1.07,3,1,1,33.33,14.01,39.0,0.0,PFOCUS,81
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,PFOCUS,81
Squeeze Breakout,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,PFOCUS,81
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],119946.77,19946.77,19.95,1,0,0,0.0,4.39,10.0,0.0,QUADFUTURE,77
Keltner 5-Rule Retracement,119946.77,19946.77,19.95,1,0,0,0.0,4.39,10.0,0.0,QUADFUTURE,77
Keltner + EMA Cross,119946.77,19946.77,19.95,1,0,0,0.0,4.39,10.0,0.0,QUADFUTURE,77
Keltner Breakout (ATR 1.5),114556.1,14556.1,14.56,2,0,1,0.0,9.95,48.0,0.0,QUADFUTURE,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,QUADFUTURE,77
Squeeze Breakout,127207.46,27207.46,27.21,1,0,0,0.0,7.63,13.0,0.0,QUADFUTURE,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],118864.06,18864.06,18.86,1,0,0,0.0,5.78,11.0,0.0,SAMBHV,77
Keltner 5-Rule Retracement,104486.31,4486.31,4.49,1,0,0,0.0,2.2,1.0,0.0,SAMBHV,77
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SAMBHV,77
Keltner Breakout (ATR 1.5),115619.03,15619.03,15.62,2,0,1,0.0,10.42,46.0,0.0,SAMBHV,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SAMBHV,77
Squeeze Breakout,115619.03,15619.03,15.62,2,0,1,0.0,10.42,46.0,0.0,SAMBHV,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],109337.3,9337.3,9.34,1,0,0,0.0,1.79,1.0,0.0,TEGA,77
Keltner 5-Rule Retracement,104250.63,4250.63,4.25,2,0,1,0.0,6.66,20.0,0.0,TEGA,77
Keltner + EMA Cross,112137.35,12137.35,12.14,2,0,1,0.0,14.21,20.0,0.0,TEGA,77
Keltner Breakout (ATR 1.5),104250.63,4250.63,4.25,2,0,1,0.0,6.66,20.0,0.0,TEGA,77
Bollinger RSI,122628.1,22628.1,22.63,1,1,0,100.0,12.87,18.0,0.0,TEGA,77
Squeeze Breakout,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,TEGA,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],92127.04,-7872.96,-7.87,3,0,2,0.0,11.37,25.0,0.0,TIMEX,77
Keltner 5-Rule Retracement,88335.19,-11664.81,-11.66,3,0,2,0.0,14.88,42.0,0.0,TIMEX,77
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,TIMEX,77
Keltner Breakout (ATR 1.5),102148.21,2148.21,2.15,3,1,1,33.33,11.41,24.0,0.0,TIMEX,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,TIMEX,77
Squeeze Breakout,99990.65,-9.35,-0.01,1,0,1,0.0,10.61,16.0,0.0,TIMEX,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],96894.71,-3105.29,-3.11,1,0,0,0.0,3.11,3.0,0.0,TALBROAUTO,77
Keltner 5-Rule Retracement,96894.71,-3105.29,-3.11,1,0,0,0.0,3.11,3.0,0.0,TALBROAUTO,77
Keltner + EMA Cross,107627.33,7627.33,7.63,1,0,0,0.0,2.96,6.0,0.0,TALBROAUTO,77
Keltner Breakout (ATR 1.5),88187.64,-11812.36,-11.81,2,0,1,0.0,11.81,34.0,0.0,TALBROAUTO,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,TALBROAUTO,77
Squeeze Breakout,90997.69,-9002.31,-9.0,2,0,1,0.0,9.5,32.0,0.0,TALBROAUTO,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],102145.68,2145.68,2.15,1,1,0,100.0,6.71,21.0,0.0,SHRIPISTON,81
Keltner 5-Rule Retracement,102145.68,2145.68,2.15,1,1,0,100.0,6.71,21.0,0.0,SHRIPISTON,81
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SHRIPISTON,81
Keltner Breakout (ATR 1.5),106109.68,6109.68,6.11,1,1,0,100.0,6.76,21.0,0.0,SHRIPISTON,81
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SHRIPISTON,81
Squeeze Breakout,90743.2,-9256.8,-9.26,2,0,2,0.0,13.22,21.0,0.0,SHRIPISTON,81
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],90959.8,-9040.2,-9.04,1,0,1,0.0,11.54,31.0,0.0,VISAKAIND,77
Keltner 5-Rule Retracement,90959.8,-9040.2,-9.04,1,0,1,0.0,11.54,31.0,0.0,VISAKAIND,77
Keltner + EMA Cross,98656.03,-1343.97,-1.34,1,0,0,0.0,2.39,3.0,0.0,VISAKAIND,77
Keltner Breakout (ATR 1.5),86419.04,-13580.96,-13.58,2,0,2,0.0,14.57,51.0,0.0,VISAKAIND,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,VISAKAIND,77
Squeeze Breakout,100284.94,284.94,0.28,1,1,0,100.0,1.35,31.0,0.0,VISAKAIND,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],107536.79,7536.79,7.54,1,1,0,100.0,6.5,17.0,0.0,APLAPOLLO,77
Keltner 5-Rule Retracement,107536.79,7536.79,7.54,1,1,0,100.0,6.5,17.0,0.0,APLAPOLLO,77
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,APLAPOLLO,77
Keltner Breakout (ATR 1.5),101253.63,1253.63,1.25,3,1,1,33.33,8.58,17.0,0.0,APLAPOLLO,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,APLAPOLLO,77
Squeeze Breakout,109365.65,9365.65,9.37,2,1,1,50.0,6.4,17.0,0.0,APLAPOLLO,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],98972.14,-1027.86,-1.03,2,0,1,0.0,9.73,36.0,0.0,ALGOQUANT,77
Keltner 5-Rule Retracement,98972.14,-1027.86,-1.03,2,0,1,0.0,9.73,36.0,0.0,ALGOQUANT,77
Keltner + EMA Cross,101610.87,1610.87,1.61,1,0,0,0.0,4.07,1.0,0.0,ALGOQUANT,77
Keltner Breakout (ATR 1.5),108148.67,8148.67,8.15,2,1,0,50.0,7.43,36.0,0.0,ALGOQUANT,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ALGOQUANT,77
Squeeze Breakout,98972.14,-1027.86,-1.03,2,0,1,0.0,9.73,36.0,0.0,ALGOQUANT,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],87705.1,-12294.9,-12.29,1,0,1,0.0,12.29,18.0,0.0,IMAGICAA,77
Keltner 5-Rule Retracement,87705.1,-12294.9,-12.29,1,0,1,0.0,12.29,18.0,0.0,IMAGICAA,77
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,IMAGICAA,77
Keltner Breakout (ATR 1.5),82339.38,-17660.62,-17.66,2,0,2,0.0,17.81,32.0,0.0,IMAGICAA,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,IMAGICAA,77
Squeeze Breakout,93073.96,-6926.04,-6.93,1,0,1,0.0,9.35,32.0,0.0,IMAGICAA,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],161355.56,61355.56,61.36,1,0,0,0.0,10.04,6.0,0.0,RATNAVEER,77
Keltner 5-Rule Retracement,161355.56,61355.56,61.36,1,0,0,0.0,10.04,6.0,0.0,RATNAVEER,77
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,RATNAVEER,77
Keltner Breakout (ATR 1.5),161355.56,61355.56,61.36,1,0,0,0.0,10.04,6.0,0.0,RATNAVEER,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,RATNAVEER,77
Squeeze Breakout,119956.85,19956.85,19.96,1,1,0,100.0,3.17,6.0,0.0,RATNAVEER,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],117040.51,17040.51,17.04,1,1,0,100.0,4.83,25.0,0.0,SONACOMS,81
Keltner 5-Rule Retracement,117040.51,17040.51,17.04,1,1,0,100.0,4.83,25.0,0.0,SONACOMS,81
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SONACOMS,81
Keltner Breakout (ATR 1.5),117040.51,17040.51,17.04,1,1,0,100.0,4.83,25.0,0.0,SONACOMS,81
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SONACOMS,81
Squeeze Breakout,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SONACOMS,81
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],107577.83,7577.83,7.58,1,1,0,100.0,12.27,13.0,0.0,URBANCO,77
Keltner 5-Rule Retracement,107577.83,7577.83,7.58,1,1,0,100.0,12.27,13.0,0.0,URBANCO,77
Keltner + EMA Cross,115668.62,15668.62,15.67,1,0,0,0.0,12.27,13.0,0.0,URBANCO,77
Keltner Breakout (ATR 1.5),101735.74,1735.74,1.74,2,1,1,50.0,12.27,32.0,0.0,URBANCO,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,URBANCO,77
Squeeze Breakout,118847.76,18847.76,18.85,1,1,0,100.0,6.22,13.0,0.0,URBANCO,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],93096.56,-6903.44,-6.9,1,0,1,0.0,7.73,21.0,0.0,TATAGOLD,77
Keltner 5-Rule Retracement,93096.56,-6903.44,-6.9,1,0,1,0.0,7.73,21.0,0.0,TATAGOLD,77
Keltner + EMA Cross,101395.05,1395.05,1.4,1,1,0,100.0,6.67,21.0,0.0,TATAGOLD,77
Keltner Breakout (ATR 1.5),95718.51,-4281.49,-4.28,1,0,1,0.0,7.9,21.0,0.0,TATAGOLD,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,TATAGOLD,77
Squeeze Breakout,95718.51,-4281.49,-4.28,1,0,1,0.0,7.9,21.0,0.0,TATAGOLD,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],106673.55,6673.55,6.67,1,1,0,100.0,8.44,17.0,0.0,COFORGE,81
Keltner 5-Rule Retracement,106673.55,6673.55,6.67,1,1,0,100.0,8.44,17.0,0.0,COFORGE,81
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,COFORGE,81
Keltner Breakout (ATR 1.5),106673.55,6673.55,6.67,1,1,0,100.0,8.44,17.0,0.0,COFORGE,81
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,COFORGE,81
Squeeze Breakout,106673.55,6673.55,6.67,1,1,0,100.0,8.44,17.0,0.0,COFORGE,81
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],110286.43,10286.43,10.29,1,0,0,0.0,4.58,11.0,0.0,COMSYN,77
Keltner 5-Rule Retracement,110286.43,10286.43,10.29,1,0,0,0.0,4.58,11.0,0.0,COMSYN,77
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,COMSYN,77
Keltner Breakout (ATR 1.5),136153.8,36153.8,36.15,2,0,1,0.0,12.6,14.0,0.0,COMSYN,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,COMSYN,77
Squeeze Breakout,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,COMSYN,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],96138.46,-3861.54,-3.86,3,0,2,0.0,7.57,32.0,0.0,ACE,81
Keltner 5-Rule Retracement,98773.16,-1226.84,-1.23,2,0,1,0.0,6.34,25.0,0.0,ACE,81
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ACE,81
Keltner Breakout (ATR 1.5),95331.09,-4668.91,-4.67,4,1,2,25.0,12.24,60.0,0.0,ACE,81
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ACE,81
Squeeze Breakout,103287.31,3287.31,3.29,2,1,0,50.0,6.59,25.0,0.0,ACE,81
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],95983.46,-4016.54,-4.02,2,1,1,50.0,11.72,38.0,0.0,BRIGADE,81
Keltner 5-Rule Retracement,95983.46,-4016.54,-4.02,2,1,1,50.0,11.72,38.0,0.0,BRIGADE,81
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,BRIGADE,81
Keltner Breakout (ATR 1.5),100560.13,560.13,0.56,2,1,1,50.0,10.12,29.0,0.0,BRIGADE,81
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,BRIGADE,81
Squeeze Breakout,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,BRIGADE,81
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],108113.62,8113.62,8.11,1,0,0,0.0,3.2,4.0,0.0,GCSL,54
Keltner 5-Rule Retracement,114712.85,14712.85,14.71,1,0,0,0.0,3.17,4.0,0.0,GCSL,54
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,GCSL,54
Keltner Breakout (ATR 1.5),113102.46,13102.46,13.1,1,0,0,0.0,3.18,4.0,0.0,GCSL,54
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,GCSL,54
Squeeze Breakout,96496.97,-3503.03,-3.5,2,0,1,0.0,10.74,30.0,0.0,GCSL,54
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],117822.79,17822.79,17.82,1,1,0,100.0,6.69,17.0,0.0,GLAXO,81
Keltner 5-Rule Retracement,117822.79,17822.79,17.82,1,1,0,100.0,6.69,17.0,0.0,GLAXO,81
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,GLAXO,81
Keltner Breakout (ATR 1.5),117547.2,17547.2,17.55,1,1,0,100.0,6.74,17.0,0.0,GLAXO,81
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,GLAXO,81
Squeeze Breakout,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,GLAXO,81
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],110512.7,10512.7,10.51,1,0,0,0.0,2.68,2.0,0.0,GLOBAL,54
Keltner 5-Rule Retracement,105779.66,5779.66,5.78,1,0,0,0.0,2.66,2.0,0.0,GLOBAL,54
Keltner + EMA Cross,125793.86,25793.86,25.79,1,0,0,0.0,3.44,5.0,0.0,GLOBAL,54
Keltner Breakout (ATR 1.5),112010.04,12010.04,12.01,1,0,0,0.0,2.72,2.0,0.0,GLOBAL,54
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,GLOBAL,54
Squeeze Breakout,112010.04,12010.04,12.01,1,0,0,0.0,2.72,2.0,0.0,GLOBAL,54
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],110697.45,10697.45,10.7,1,1,0,100.0,7.56,20.0,0.0,DEVYANI,77
Keltner 5-Rule Retracement,110697.45,10697.45,10.7,1,1,0,100.0,7.56,20.0,0.0,DEVYANI,77
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,DEVYANI,77
Keltner Breakout (ATR 1.5),110697.45,10697.45,10.7,1,1,0,100.0,7.56,20.0,0.0,DEVYANI,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,DEVYANI,77
Squeeze Breakout,115311.81,15311.81,15.31,1,1,0,100.0,7.58,20.0,0.0,DEVYANI,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],104015.51,4015.51,4.02,2,0,1,0.0,7.81,33.0,0.0,EIMCOELECO,77
Keltner 5-Rule Retracement,104015.51,4015.51,4.02,2,0,1,0.0,7.81,33.0,0.0,EIMCOELECO,77
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,EIMCOELECO,77
Keltner Breakout (ATR 1.5),100684.69,684.69,0.68,2,0,1,0.0,10.76,47.0,0.0,EIMCOELECO,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,EIMCOELECO,77
Squeeze Breakout,107406.75,7406.75,7.41,1,0,0,0.0,3.33,7.0,0.0,EIMCOELECO,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],100600.29,600.29,0.6,2,1,1,50.0,6.66,25.0,0.0,ETERNAL,77
Keltner 5-Rule Retracement,100600.29,600.29,0.6,2,1,1,50.0,6.66,25.0,0.0,ETERNAL,77
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ETERNAL,77
Keltner Breakout (ATR 1.5),106193.08,6193.08,6.19,3,1,1,33.33,4.79,20.0,0.0,ETERNAL,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ETERNAL,77
Squeeze Breakout,96114.19,-3885.81,-3.89,1,0,1,0.0,3.89,6.0,0.0,ETERNAL,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],101727.41,1727.41,1.73,1,1,0,100.0,6.49,16.0,0.0,INDGN,81
Keltner 5-Rule Retracement,103969.3,3969.3,3.97,1,1,0,100.0,6.45,16.0,0.0,INDGN,81
Keltner + EMA Cross,116157.5,16157.5,16.16,1,0,0,0.0,6.25,16.0,0.0,INDGN,81
Keltner Breakout (ATR 1.5),103969.3,3969.3,3.97,1,1,0,100.0,6.45,16.0,0.0,INDGN,81
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,INDGN,81
Squeeze Breakout,98144.86,-1855.14,-1.86,2,1,1,50.0,6.83,38.0,0.0,INDGN,81
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],119064.04,19064.04,19.06,1,1,0,100.0,4.98,17.0,0.0,LAURUSLABS,81
Keltner 5-Rule Retracement,118054.9,18054.9,18.05,1,1,0,100.0,4.97,17.0,0.0,LAURUSLABS,81
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,LAURUSLABS,81
Keltner Breakout (ATR 1.5),124476.33,24476.33,24.48,2,1,0,50.0,7.0,17.0,0.0,LAURUSLABS,81
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,LAURUSLABS,81
Squeeze Breakout,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,LAURUSLABS,81
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],103208.13,3208.13,3.21,1,1,0,100.0,4.64,8.0,0.0,NAZARA,81
Keltner 5-Rule Retracement,103208.13,3208.13,3.21,1,1,0,100.0,4.64,8.0,0.0,NAZARA,81
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,NAZARA,81
Keltner Breakout (ATR 1.5),116341.69,16341.69,16.34,1,1,0,100.0,4.6,11.0,0.0,NAZARA,81
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,NAZARA,81
Squeeze Breakout,101150.45,1150.45,1.15,1,1,0,100.0,1.61,35.0,0.0,NAZARA,81
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],109120.43,9120.43,9.12,1,1,0,100.0,6.86,10.0,0.0,PPLPHARMA,81
Keltner 5-Rule Retracement,101917.37,1917.37,1.92,1,1,0,100.0,6.82,10.0,0.0,PPLPHARMA,81
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,PPLPHARMA,81
Keltner Breakout (ATR 1.5),113532.42,13532.42,13.53,1,1,0,100.0,6.85,10.0,0.0,PPLPHARMA,81
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,PPLPHARMA,81
Squeeze Breakout,100438.78,438.78,0.44,3,1,2,33.33,10.81,21.0,0.0,PPLPHARMA,81
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],101661.66,1661.66,1.66,1,1,0,100.0,11.3,16.0,0.0,PRUDENT,81
